,Name,City,State,Zip,Type Detailed*,Current Guaranteed Minimum,Average Daily Population,current_as_of
1134,LASALLE COUNTY JAIL,COTULLA,TX,78014,Other,,0,2021-01-07
1135,LASALLE ICE PROCESSING CENTER (JENA),JENA,LA,71342,DIGSA,"1,170",532,2022-09-19
1136,LAUREL COUNTY CORRECTIONAL CENTER,LONDON,KY,40744,IGSA,,1,2025-11-10
1137,LAUREL COUNTY SHERIFFS JAIL,LONDON,KY,40741,USMS IGA,,2,2025-06-23
1138,LAWRENCE COUNTY,DEADWOOD,SD,57732,IGSA,,10,2025-11-10
1139,LAWRENCE COUNTY CORRECTIONS,NEW CASTLE,PA,16101,USMS IGA,,0,2021-01-07
1140,LEA COUNTY DETENTION CENTER,LOVINGTON,NM,88260,USMS IGA,,0,2021-01-07
1141,LEAKE AND WATTS,YONKERS,NY,10705,ORR,,0,2021-01-07
1142,LEAVENWORTH US PENITENTIARY,LEAVENWORTH,KS,66048,BOP,,57,2025-11-10
1143,LEE COUNTY JAIL,DIXON,IL,61021,IGSA,,0,2021-01-07
1144,LEE COUNTY JAIL,GIDDINS,TX,78942,IGSA,,0,2021-01-07
1145,LEHIGH COUNTY JAIL (PENNSYLVANIA),ALLENTOWN,PA,18102,USMS IGA,,0,2021-01-07
1146,LEMON CREEK,JUNEAU,AK,99801,USMS IGA,,0,2021-01-07
1147,LEMUEL SHATTUCK HOSPITAL,JAMAICA PLAIN,MA,2130,HOSPITAL,,0,2021-01-07
1148,LEVY COUNTY JAIL,BRONSON,FL,32621,IGSA,,1,2023-04-04
1149,LEWIS & CLARK COUNTY JAIL,HELENA,MT,59601,IGSA,,0,2021-01-07
1150,LEWIS COUNTY JAIL,LOWVILLE,NY,13367,IGSA,,0,2021-01-07
1151,LEWISBURG US PENITENTIARY,LEWISBURG,PA,17837,BOP,,0,2021-01-07
1152,LEXINGTON COUNTY JAIL,LEXINGTON,SC,29072,USMS IGA,,6,2025-11-10
1153,LEXINTON FEDERAL MEDICAL CENTER,LEXINGTON,KY,40511,BOP,,0,2021-01-07
1154,LIMESTONE COUNTY DETENTION CENTER,GROESBECK,TX,76642,USMS IGA,,243,2025-11-10
1155,LIMESTONE COUNTY JAIL,GROESBECK,TX,76642,IGSA,,0,2023-04-11
1156,LIMESTONE DET CENTER,GROESBECK,TX,76642,USMS IGA,,50,2024-08-05
1157,LINCOLN COUNTY DETENTION CENTER,TROY,MO,63379,IGSA,,1,2023-09-18
1158,LINCOLN COUNTY JAIL,HUGO,CO,80821,IGSA,,0,2021-01-07
1159,LINCOLN COUNTY JAIL,KEMMERER,WY,83101,IGSA,,0,2021-01-07
1160,LINCOLN COUNTY JAIL,NORTH PLATTE,NE,69101,USMS IGA,,21,2025-11-10
1161,LINCOLN COUNTY JAIL,WISCASSETT,ME,4578,IGSA,,0,2021-01-07
1162,LINCOLN COUNTY SHERIFF'S,TROY,MO,63379,IGSA,,2,2024-10-28
1163,LINCOLN HALL BOYS HAVEN,LINCOLNDALE,NY,10540,ORR,,12,2021-01-07
1164,LINDA WOODMANSJF,GATESVILLE,TX,76528,IGSA,,0,2021-01-07
1165,LINN CO JAIL,ALBANY,OR,97322,IGSA,,0,2021-01-07
1166,LINN COUNTY JAIL,CEDAR RAPIDS,IA,52401,USMS IGA,,43,2025-11-10
1167,LIRS - BETHANY CHRISTIAN SERVICES - MICHIGAN,GRAND RAPIDS,MI,49505,ORR,,0,2021-01-07
1168,LIRS-BETHANY CHRISTIAN SERVICES SHELTER-MICHIGAN,GRAND RAPIDS,MI,49548,ORR,,0,2021-01-07
1169,LITTLE ROCK HOLD ROOM,LITTLE ROCK,AR,72201,HOLD,,0,2021-01-07
1170,LIVINGSTON COUNTY JAIL,GENESEO,NY,14454,USMS IGA,,0,2021-01-07
1171,LOGAN COUNTY JAIL,GUTHRIE,OK,73044,USMS IGA,,5,2025-11-10
1172,LOGAN COUNTY JAIL,STERLING,CO,80751,IGSA,,0,2021-01-07
1173,LOMA LINDA UNIVERSITY MED CENTER,LOMA LINDA,CA,92354,HOSPITAL,,0,2021-01-07
1174,LOMPOC FEDERAL CORRECTIONAL INSTITUTE,LOMPOC,CA,93436,BOP,,0,2021-01-07
1175,LOMPOC USP,LOMPOC,CA,93436,BOP,,0,2021-01-07
1176,LONOKE COUNTY DETENTION,LONOKE,AR,72086,IGSA,,0,2021-01-07
1177,LONOKE POLICE DEPARTMENT,LONOKE,AR,72086,IGSA,,1,2021-10-01
1178,LORETTO FEDERAL CORRECTIONAL INSTITUTE,LORETTO,PA,15940,BOP,,0,2021-01-07
1179,LORRAINE THOMAS SHELTER,FT LAUDERDALE,FL,32792,ORR,,0,2021-01-07
1180,"LORTON, VA HOLD ROOM",FAIRFAX,VA,20598,HOLD,,0,2021-01-07
1181,LOS ANGELES COUNTY JAIL,LOS ANGELES,CA,90012,IGSA,,0,2021-01-07
1182,LOS ANGELES CUSTODY CASE,SAN PEDRO,CA,90731,HOLD,,1,2021-01-07
1183,LOS ANGELES MET.DETENTION,LOS ANGELES,CA,90012,BOP,,0,2021-01-07
1184,LOS FRESNOS HOLD ROOM,LOS FRESNOS,TX,78566,HOLD,,0,2021-01-07
1185,LOS PADRINOS JUVENILE HALL,DOWNEY,CA,90242,JUVENILE,,0,2021-01-07
1186,LOUDOUN COUNTY JAIL,LEESBURG,VA,20175,USMS IGA,,0,2021-01-07
1187,LOUISIANA ICE PROCESSING,ANGOLA,LA,70712,IGSA,208,185,2025-11-10
1188,LOUISVILLE HOLD ROOM,LOUISVILLE,KY,40202,HOLD,,0,2021-01-07
1189,LOVELAND HOLDROOM,LOVELAND,CO,80537,HOLD,,0,2021-01-07
1190,LOWER KEYS MEDICAL CENTER,KEY WEST,FL,33040,HOSPITAL,,0,2021-01-07
1191,LOYOLA CENTER FOR HEALTH,MAYWOOD,IL,60153,HOSPITAL,,0,2021-01-07
1192,LOYOLA MEDICAL CENTER,MAYWOOD,IL,60153,HOSPITAL,,0,2021-01-07
1193,LUBBOCK COUNTY DETENTION CENTER,LUBBOCK,TX,79401,USMS IGA,,3,2025-11-10
1194,LUBBOCK HOLD ROOM,LUBBOCK,TX,79401,HOLD,,0,2021-01-07
1195,LUFKIN POLICE DEPARTMENT,LUFKIN,TX,75901,Other,,0,2021-01-07
1196,LUNA COUNTY DETENTION CENTER,DEMING,NM,88030,IGSA,,0,2021-01-07
1197,LUTHERAN CHILDREN AND FAMILY SERVICES,ROSYLN,PA,19001,ORR,,0,2021-01-07
1198,LUTHERAN COMMUNTIY SERVICES NORTHWEST,SEATTLE,WA,98125,ORR,,1,2021-01-07
1199,LUTHERAN IMMIGRATION AND REFERRAL SERVICES,BALTIMORE,MD,21230,JUVENILE,,0,2021-01-07
1200,LUTHERAN SERVICES SHORT TERM FC,COLUMBIA,SC,29210,ORR,,1,2021-01-07
1201,LUTHERAN SOC SVCS OF NY TFC,BRONX,NY,10456,ORR,,1,2021-01-07
1202,LUTHERAN SOCIAL SEREVICES-FOSTER CARE EL PASO,EL PASO,TX,79925,ORR,,0,2021-01-07
1203,LUTHERAN SOCIAL SERVICES,NEW YORK,NY,10115,ORR,,4,2021-01-07
1204,LUTHERAN SOCIAL SERVICES (LANSING),LANSING,MI,48917,ORR,,3,2021-01-07
1205,LUTHERAN SOCIAL SERVICES OF NEW ENGLAND,WORCESTER,MA,1604,ORR,,7,2021-01-07
1206,LUTHERAN SOCIAL SERVICES OF THE SOUTH,CORPUS CHRISTI,TX,78412,ORR,,7,2021-01-07
1207,LUTHERN SOCIAL SERVICES,MOUNTLAKE TERR.,WA,98043,ORR,,0,2021-01-07
1208,LYON COUNTY JAIL,MARSHALL,MN,56258,IGSA,,0,2021-01-07
1209,LYON COUNTY JAIL,ROCK RAPIDS,IA,51246,IGSA,,0,2021-01-07
1210,La Paz County Adult Detention Facility,Parker,AZ,85344,USMS IGA,,1,2024-01-22
1211,Laredo Processing Center,Laredo,TX,78041,DIGSA,,288,2024-04-15
1212,Lexington County Jail,Lexington,SC,29072,USMS IGA,,1,2024-04-15
1213,Limestone County Detention Center,Groesbeck,TX,76642,USMS IGA,,62,2024-04-15
1214,Linn County Jail,Cedar Rapids,IA,52401,IGSA,,11,2024-01-12
1215,MACOMB COUNTY JAIL,MOUNT CLEMENS,MI,48043,USMS IGA,,0,2021-01-07
1216,MACON COUNTY JAIL,DECATUR,IL,62523,USMS IGA,,0,2021-01-07
1217,MACON COUNTY JUVENILE FACILITY,DECATUR,IL,62523,JUVENILE,,0,2021-01-07
1218,MADISON COUNTY JAIL,CANTON,MS,39046,USMS IGA,,12,2025-11-10
1219,MADISON COUNTY JAIL,MADISON,NE,68748,IGSA,,0,2021-01-07
1220,MADISON COUNTY JAIL,REXBURG,ID,83440,IGSA,,0,2021-01-07
1221,MADISON COUNTY JAIL,WAMPSVILLE,NY,13163,USMS IGA,,0,2021-01-07
1222,MADISON COUNTY JAIL,WINTERSET,IA,50273,IGSA,,0,2021-01-07
1223,MADISON PARISH DET CENTER,TALLULAH,LA,71282,IGSA,,0,2021-01-07
1224,MAHONING COUNTY JAIL,YOUNGSTOWN,OH,44503,USMS IGA,,93,2025-11-10
1225,MAIN - FOLKSTON IPC (D RAY JAMES),FOLKSTON,GA,31537,DIGSA,544,154,2021-02-25
1226,MAINE YOUTH CENTER - LONG CREEK,SOUTH PORTLAND,ME,4106,JUVENILE,,0,2021-01-07
1227,MALHEUR COUNTY JAIL,VALE,OR,97918,IGSA,,0,2021-01-07
1228,MANATEE COUNTY DETENTION-ANNEX,PALMETTO,FL,34221,IGSA,,0,2021-01-07
1229,MANCHESTER FEDERAL CORRECTIONAL INSTITUTE,MANCHESTER,KY,40962,BOP,,0,2021-01-07
1230,MANCHESTER HOLDROOM,MANCHESTER,NH,3101,HOLD,,0,2021-01-07
1231,MANSFIELD LAW ENFORCEMENT CENTER,MANSFIELD,TX,76063,IGSA,,0,2021-01-07
1232,MANSON YOUTH INSTITUTE,CHESHIRE,CT,6410,IGSA,,0,2021-01-07
1233,MAPLE HEIGHTS CITY JAIL,MAPLE HEIGHTS,OH,44137,USMS IGA,,0,2021-01-07
1234,MARANATHA TEMP FOST CARE,WACO,TX,76705,ORR,,6,2021-01-07
1235,MARIANNA FEDERAL CORRECTIONAL INSTITUTE,MARIANNA,FL,32446,BOP,,0,2021-01-07
1236,MARICOPA COUNTY JAIL,PHOENIX,AZ,85003,USMS IGA,,0,2021-01-07
1237,MARICOPA DURANGO - PHO,PHOENIX,AZ,85009,USMS IGA,,0,2021-01-07
1238,MARICOPA ESTRELLA - PHO,PHOENIX,AZ,85009,USMS IGA,,0,2021-01-07
1239,MARICOPA LOWER BUCKEYE JAIL- PHO,PHOENIX,AZ,85009,USMS IGA,,0,2021-01-07
1240,MARICOPA MEDICAL CENTER,PHOENIX,AZ,85038,HOSPITAL,,0,2021-01-07
1241,MARICOPA TOWERS - PHO,PHOENIX,AZ,85009,USMS IGA,,0,2021-01-07
1242,MARIN COUNTY,SAN RAFAEL,CA,94903,IGSA,,0,2021-01-07
1243,MARIN JUVENILE HALL,SAN RAFAEL,CA,94903,ORR,,0,2021-01-07
1244,MARION CORRECTIONAL INST.,OCALA,FL,34475,Other,,0,2021-01-07
1245,MARION COUNTY DETENTION CENTER,LEBANON,KY,40033,IGSA,,0,2021-01-07
1246,MARION COUNTY JAIL,INDIANAPOLIS,IN,46203,USMS IGA,,70,2025-11-10
1247,MARION COUNTY JAIL,INDIANAPOLIS,IN,46204,USMS IGA,,40,2025-06-23
1248,MARION COUNTY JAIL,SALEM,OR,97301,IGSA,,0,2021-01-07
1249,MARION USP,MARION,IL,62959,BOP,,0,2021-01-07
1250,MARSHAL COUNTY JAIL,WARRENTON,MN,56762,Other,,0,2021-01-07
1251,MARSHALL COUNTY JAIL,MARSHALLTOWN,IA,50158,USMS IGA,,0,2021-01-07
1252,MARTIN COUNTY JAIL,STUART,FL,34994,USMS IGA,,5,2025-11-10
1253,MARTIN HALL JUVENILE,MEDICAL LAKE,WA,99022,JUVENILE,,0,2021-01-07
1254,MARYVILLE 1 DES PLAINES,DES PLAINES,IL,60016,ORR,,8,2021-01-07
1255,MARYVILLE 2 EISENBURG,BARTLETT,IL,60103,ORR,,3,2021-01-07
1256,MARYVILLE ACADEMY-ST ROSE OF LIMA,CHICAGO,IL,60657,ORR,,5,2021-01-07
1257,MASON COUNTY JAIL,SHELTON,WA,98584,IGSA,,0,2021-01-07
1258,MAT-SU PRETRIAL,PALMER,AK,99645,IGSA,,0,2021-01-07
1259,MAVERICK COUNTY JAIL,EAGLE PASS,TX,78852,IGSA,,0,2021-01-07
1260,MCALLEN HOLD ROOM,EDINBURG,TX,78539,Other,,0,2021-08-06
1261,MCCLELLAN COUNTY JAIL,WACO,TX,76701,IGSA,,1,2023-09-04
1262,MCCOOK DETENTION CENTER,MCCOOK,NE,69001,DIGSA,,5,2025-11-10
1263,MCCREARY USP,PINE KNOT,KY,42635,BOP,,0,2021-01-07
1264,MCFARLAND CCF,MCFARLAND,CA,93250,IGSA,,0,2021-01-07
1265,MCHENRY COUNTY CORRECTIONAL FACILITY,WOODSTOCK,IL,60098,USMS IGA,,72,2022-02-07
1266,MCINTOSH COUNTY JAIL,DARIEN,GA,31305,IGSA,,0,2021-01-07
1267,MCKEAN FEDERAL CORRECTIONAL INSTITUTE,BRADFORD,PA,16701,BOP,,0,2021-01-07
1268,MCKINLEY COUNTY ADULT DETENTION,GALLUP,NM,87301,IGSA,,0,2021-01-07
1269,MCLAUGHLIN YOUTH CENTER,ANCHORAGE,AK,99508,JUVENILE,,0,2021-01-07
1270,MCLELLAN COUNTY JAIL,WACO,TX,76705,IGSA,,2,2023-10-10
1271,MCLENNAN COUNTY DETENTION CENTER,WACO,TX,76705,USMS IGA,,0,2021-01-07
1272,MCLENNAN COUNTY JAIL,WACO,TX,76705,USMS IGA,,0,2025-06-23
1273,MCNEIL ISLAND CORRECTIONS,STEILACOOM,WA,98388,IGSA,,0,2021-01-07
1274,"MCRAE CORRECTIONAL FACILITY, CCA",MCRAE,GA,31055,BOP,,0,2021-01-07
1275,MCSO MADISON FACILITY,PHOENIX,AZ,85003,USMS IGA,,0,2021-01-07
1276,MCSO SPECIAL USE FACILITY,PHOENIX,AZ,85003,USMS IGA,,0,2021-01-07
1277,MEADE COUNTY,STURGIS,SD,57785,IGSA,,0,2021-01-07
1278,MECKLENBURG COUNTY DETENTION CENTER NORTH,CHARLOTTE,NC,28202,USMS IGA,,0,2021-01-07
1279,MECKLENBURG COUNTY JAIL CENTRAL,CHARLOTTE,NC,28202,USMS IGA,,0,2021-01-07
1280,MEDFORD SUB-OFFICE,MEDFORD,OR,97501,HOLD,,0,2021-01-07
1281,MEDINA COUNTY JAIL,HONDO,TX,78861,IGSA,,0,2021-01-07
1282,MEDINA COUNTY JAIL,MEDINA,OH,44256,IGSA,,0,2021-01-07
1283,MEDINA COUNTY JUVENILE CORRECTIONAL,HONDO,TX,78861,JUVENILE,,0,2021-01-07
1284,MEMORIAL REGIONAL HOSP.,HOLLYWOOD,FL,33021,HOSPITAL,,0,2021-01-07
1285,MEMPHIS FEDERAL CORRECTIONAL INSTITUTE,MEMPHIS,TN,38134,BOP,,0,2021-01-07
1286,MEMPHIS HOLD ROOM,MEMPHIS,TN,38122,HOLD,,0,2021-01-07
1287,MEMPHIS/SHELBY COUNTY JUVENILE,MEMPHIS,TN,38105,JUVENILE,,0,2021-01-07
1288,MERCED COUNTY JAIL,MERCED,CA,95344,IGSA,,0,2021-01-07
1289,MERCER COUNTY,MERCER,PA,16137,IGSA,,0,2021-01-07
1290,MERCER COUNTY CORRECTIONS,ALEDO,IL,61231,Other,,0,2021-01-07
1291,MERCY FIRST - BAYSHORE,BAYSHORE,NY,11706,ORR,,0,2021-01-07
1292,MERCY FIRST - SYOSSET,SYOSSET,NY,11791,ORR,,13,2021-01-07
1293,MERCY HOSPITAL,MIAMI,FL,33133,HOSPITAL,,0,2021-01-07
1294,MERRIMACK COUNTY JAIL,BOSCAWAN,NH,3301,IGSA,,0,2021-01-07
1295,MESA COUNTY JAIL,GRAND JUNCTION,CO,81501,USMS IGA,,0,2021-01-07
1296,MESA VERDE ICE PROCESSING CENTER,BAKERSFIELD,CA,93301,CDF,320,360,2025-11-10
1297,METRO DADE JAIL,MIAMI,FL,33173,IGSA,,0,2021-01-07
1298,MIAMI CORRECTIONAL CENTER,BUNKERHILL,IN,46914,IGSA,,176,2025-11-10
1299,MIAMI DISTRICT,MIAMI,FL,33160,HOLD,,0,2021-01-07
1300,MIAMI FEDERAL CORRECTIONAL INSTITUTE (FORMER MCC),MIAMI,FL,33178,BOP,,0,2021-01-07
1301,MIAMI FEDERAL DETENTION,MIAMI,FL,33132,BOP,,465,2025-11-10
1302,MIAMI STAGING FACILITY,MIAMI,FL,33101,STAGING,,4,2025-07-21
1303,MIDDLESEX COUNTY (BILLERICA),CAMBRIDGE,MA,2141,IGSA,,0,2021-01-07
1304,MIDDLESEX COUNTY JAIL,NORTH BRUNSWICK,NJ,8902,IGSA,,0,2021-01-07
1305,MIDLAND COUNTY DETENTION CENTER,MIDLAND,TX,79701,USMS IGA,,0,2025-06-23
1306,"MIDLAND, TX ERO HOLDROOM",MIDLAND,TX,79701,HOLD,,0,2021-01-07
1307,MIGRANT OPS CENTER MAIN A,FPO,FL,34009,MOC,,11,2025-08-18
1308,MILAN FEDERAL CORRECTIONAL INSTITUTE,MILAN,MI,48160,BOP,,0,2021-01-07
1309,MILLER COUNTY JAIL,TEXARKANA,AR,71854,USMS IGA,,4,2025-11-10
1310,MILWAUKEE HOLDROOM,MILWAUKEE,WI,53201,HOLD,,0,2021-01-07
1311,MILWAUKEE SECURE DETENTION,MILWAUKEE,WI,53205,IGSA,,0,2021-01-07
1312,MINERAL COUNTY JAIL,SUPERIOR,MT,59872,IGSA,,0,2021-01-07
1313,MINICASSIA DETENTION CENTER,BURLEY,ID,83318,USMS IGA,,4,2025-11-10
1314,MINNEHAHA COUNTY JAIL,SIOUX FALLS,SD,57104,USMS IGA,,5,2025-11-10
1315,MINNEHAHA JUVENILE DETENTION CENTER,SIOUX FALLS,SD,57106,JUVENILE,,0,2021-01-07
1316,MINNESOTA CORRECTIONAL FACILITY (OAK PARK HEIGHTS),STILLWATER,MN,55082,IGSA,,0,2021-01-07
1317,MINNESOTA CORRECTIONAL FACILITY (RUSH CITY),RUSH CITY,MN,55069,IGSA,,0,2021-01-07
1318,MINNESOTA CORRECTIONAL FACILITY (STILLWATER),STILLWATER,MN,55082,IGSA,,0,2021-01-07
1319,MIRA LOMA DETENTION CENTER,LANCASTER,CA,93536,DIGSA,,0,2021-01-07
1320,MISSISSIPPI COUNTY DETENTION CENTER,CHARLESTON,MO,63834,IGSA,,0,2021-01-07
1321,MISSOULA COUNTY,MISSOULA,MT,59808,IGSA,,0,2021-01-07
1322,MOFFAT COUNTY JAIL,CRAIG,CO,81625,IGSA,,0,2021-01-07
1323,MOHAVE COUNTY CORRECTIONAL CENTER,KINGMAN,AZ,86401,IGSA,,0,2021-01-07
1324,MONMOUTH COUNTY CORRECTIONAL INSTITUTION,FREEHOLD,NJ,7728,IGSA,,0,2021-01-07
1325,MONONA COUNTY JAIL (IOWA),ONAWA,IA,51040,IGSA,,0,2021-01-07
1326,MONROE COUNTY DETENTION CENTER,KEY WEST,FL,33040,IGSA,,0,2021-01-07
1327,MONROE COUNTY DETENTION MAIN,MONROE,MI,48161,IGSA,,0,2023-10-10
1328,MONROE COUNTY DETENTION-DORM,MONROE,MI,48161,IGSA,,123,2025-11-10
1329,MONROE COUNTY JAIL,ROCHESTER,NY,14614,IGSA,,0,2021-01-07
1330,MONROE COUNTY YOUTH CENTER,MONROE,MI,48161,JUVENILE,,0,2021-01-07
1331,MONTEREY COUNTY,SALINAS,CA,93906,IGSA,,0,2021-01-07
1332,MONTEREY PARK CITY JAIL,MONTEREY PARK,CA,91754,USMS IGA,,0,2021-01-07
1333,MONTEZUMA COUNTY JAIL,CORTEZ,CO,81321,IGSA,,0,2021-01-07
1334,MONTGOMERY CITY JAIL,MONTGOMERY,AL,36104,USMS IGA,,0,2021-01-07
1335,MONTGOMERY COUNTY CORRECTIONAL FACILITY,NORRISTOWN,PA,19403,USMS IGA,,0,2021-01-07
1336,MONTGOMERY COUNTY JAIL,CONROE,TX,77301,IGSA,,0,2021-01-07
1337,MONTGOMERY COUNTY JAIL,FONDA,NY,12068,USMS CDF,,3,2025-11-10
1338,MONTGOMERY COUNTY JAIL,MONTGOMERY CITY,MO,63361,IGSA,,20,2021-02-11
1339,MONTGOMERY COUNTY MAC SIM BUTLER DETENTION FACILIT,MONTGOMERY,AL,36103,USMS IGA,,0,2021-01-07
1340,MONTGOMERY HOLD RM,CONROE,TX,77301,HOLD,,7,2021-01-07
1341,MONTGOMERY HOLD ROOM,MONTGOMERY,AL,36191,HOLD,,0,2021-01-07
1342,MONTGOMERY ICE PROCESSING CENTER,CONROE,TX,77301,CDF,750,1130,2025-11-10
1343,MONTGOMERY PROCESSING CTR,CONROE,TX,77301,CDF,750,1165,2024-08-05
1344,MONTROSE COUNTY JAIL,MONTROSE,CO,81401,IGSA,,0,2021-01-07
1345,MORGAN COUNTY ADULT DETENTION CENTER,VERSAILLES,MO,65084,IGSA,,24,2021-02-25
1346,MORGAN COUNTY JAIL,FORT MORGAN,CO,80701,IGSA,,0,2021-01-07
1347,MORGANTOWN FED.CORR.INST.,MORGANTOWN,WV,26501,Other,,0,2021-01-07
1348,MORISON CENTER - FOSTER CARE,PORTLAND,OR,97213,ORR,,0,2021-01-07
1349,MORRIS COUNTY JAIL,MORRISTOWN,NJ,7960,IGSA,,0,2021-01-07
1350,MORRISON - C.F.S. (KNOTT SITE),PORTLAND,OR,97220,ORR,,2,2021-01-07
1351,MORRISON CENTER,PORTLAND,OR,97266,ORR,,0,2021-01-07
1352,MORRISON CENTER-PASO STAFF SECURE,PORTLAND,OR,97266,ORR,,1,2021-01-07
1353,MORRISON DOWNTOWN SHELTER,PORTLAND,OR,97205,ORR,,5,2021-01-07
1354,MORRISON DOWNTOWN STAFF SECURE,PORTLAND,OR,97205,ORR,,0,2021-01-07
1355,MORROW COUNTY CORRECTIONAL FACILITY,MOUNT GILEAD,OH,43338,IGSA,,6,2021-02-25
1356,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PA,16866,DIGSA,800,948,2023-09-30
1357,MOSHANNON VALLEY PROCESSING CENTER,PHILIPSBURG,PA,16866,DIGSA,800,1581,2025-11-10
1358,MOUNT LAUREL HOLD ROOM,MOUNT LAUREL,NJ,8054,HOLD,,0,2021-01-07
1359,MOUNTRAIL COUNTY JAIL,STANLEY,ND,58784,IGSA,,0,2021-01-07
1360,MULTI COUNTY,CANTON,OH,44706,JUVENILE,,0,2021-01-07
1361,MULTNOMAH COUNTY JAIL,PORTLAND,OR,97220,IGSA,,0,2021-01-07
1362,MUSCATINE COUNTY JAIL,MUSCATINE,IA,52761,USMS IGA,,18,2025-11-10
1363,MUSSELSHELL COUNTY JAIL,ROUNDUP,MT,59072,IGSA,,0,2021-01-07
1364,Madison County Jail,Canton,MS,39046,USMS IGA,,3,2024-03-18
1365,Mclennan County Jail,Waco,TX,76705,IGSA,,1,2023-12-11
1366,Mesa Verde ICE Processing Center,Bakersfield,CA,93301,CDF,320,46,2024-04-15
1367,Mesa Verde Ice Processing Center,Bakersfield,CA,93301,CDF,320,45,2024-02-05
1368,Midland County Detention Center,Midland,TX,79701,USMS IGA,,0,2024-01-22
1369,Miller County Jail,Texarkana,AR,71854,USMS IGA,,0,2024-01-22
1370,Minicassia Detention Center,Burley,ID,83318,IGSA,,3,2024-04-15
1371,Monroe County Detention-Dorm,Monroe,MI,48161,IGSA,,53,2024-04-15
1372,Monroe County Detention-dorm,Monroe,MI,48161,IGSA,,57,2024-03-04
1373,Montgomery ICE Processing Center,Conroe,TX,77301,CDF,750,1180,2024-04-15
1374,Montgomery Ice Processing Center,Conroe,TX,77301,CDF,750,1196,2024-02-05
1375,Moshannon Valley Processing Center,Philipsburg,PA,16866,DIGSA,800,1225,2024-04-15
1376,NASHVILLE COMMUNITY CORRECTIONS,NASHVILLE,TN,37203,BOP,,0,2021-01-07
1377,NASHVILLE HOLD ROOM,NASHVILLE,TN,37201,HOLD,,0,2021-01-07
1378,NASSAU COUNTY CORRECTIONAL CENTER,EAST MEADOW,NY,11554,USMS IGA,,13,2025-09-15
1379,NASSAU COUNTY JAIL,YULEE,FL,32097,IGSA,,0,2021-01-07
1380,NATCHITOCHES PARISH DET. CENTER,NATCHITOCHES,LA,71457,USMS IGA,,0,2021-01-07
1381,NATIONAL YOUTH ADVOCATE PROGRAM,CHICAGO,IL,60622,ORR,,2,2021-01-07
1382,NATRONA COUNTY JAIL,CASPER,WY,82601,USMS IGA,,20,2025-11-10
1383,NAVAJO COUNTY SHERIFF,HOLBROOK,AZ,86025,IGSA,,0,2021-01-07
1384,NAVARRO CO JAIL,CORSICANA,TX,75110,IGSA,,0,2021-01-07
1385,NEIGHBOR TO FAMILY MIA,DAYTONA BEACH,FL,32114,ORR,,0,2021-01-07
1386,"NEIGHBOR-FAMILY UAC PGM, ATL",Atlanta,GA,30033,ORR,,0,2021-01-07
1387,"NEIGHBOR-FAMILY, STONE MOUNTAIN",STONE MOUNTAIN,GA,30087,Other,,0,2021-01-07
1388,NEIGHBORHOOD MINISTRIES,PHOENIX,AZ,85009,ORR,,1,2021-01-07
1389,NELSON COLEMAN CORRECTION,KILLONA,LA,70057,USMS IGA,,3,2025-11-10
1390,NEVADA SOUTHERN DETENTION CENTER,PAHRUMP,NV,,CDF,,0,2025-02-08
1391,NEVADA SOUTHERN DETENTION CENTER,PAHRUMP,NV,89060,USMS CDF,,462,2025-11-10
1392,NEW HAMPSHIRE,GOFFSTOWN,NH,3045,IGSA,,0,2021-01-07
1393,NEW HAMPSHIRE STATE PENITENTIARY (CONCORD),CONCORD,NH,3301,IGSA,,0,2021-01-07
1394,NEW HANOVER COUNTY JAIL,CASTLE HAYNE,NC,28429,USMS IGA,,3,2025-11-10
1395,NEW LEAF,MESA,AZ,85203,ORR,,3,2021-01-07
1396,NEW LEAF-LARRY SIMMONS RES,MESA,AZ,85203,ORR,,0,2021-01-07
1397,NEW ORLEANS DD&P,NEW ORLEANS,LA,70113,HOLD,,0,2021-01-07
1398,NEW RIVER VALLEY REG. JAIL,DUBLIN,VA,24084,Other,,0,2021-01-07
1399,NEW YORK MCC,NEW YORK,NY,10007,BOP,,0,2021-01-07
1400,NEW/INS OS HOLD ROOM,NEWARK,NJ,7102,HOLD,,1,2021-01-07
1401,NEWBURGH HOLDING,NEWBURGH,NY,12550,HOLD,,0,2021-01-07
1402,NEWTON COUNTY CORRECTIONAL CENTER,NEWTON,TX,75966,IGSA,,0,2021-01-07
1403,NGHBRHD MN NUEVA ESPRNZA,PHOENIX,AR,85009,ORR,,9,2021-01-07
1404,NIAGARA COUNTY JAIL,LOCKPORT,NY,14094,USMS IGA,,11,2025-11-10
1405,NIAGARA FALLS CITY JAIL,NIAGARA FALLS,NY,14302,IGSA,,0,2021-01-07
1406,NIOBRARA COUNTY JAIL,LUSK,WY,82225,IGSA,,0,2021-01-07
1407,NOANK COMMUNITY SUPPORT SERVICES,MYSTIC,CT,6355,ORR,,0,2021-01-07
1408,NOANK GROUP HOMES & SUPPORT SVCS,MYSTIC,CT,6355,ORR,,1,2021-01-07
1409,NOBLES COUNTY JAIL,WORTHINGTON,MN,56187,IGSA,,0,2021-12-27
1410,NOGALES PROCESSING CENTER,NOGALES,AZ,85621,MIRP,,0,2021-01-07
1411,NORFOLK CITY JAIL,NORFOLK,VA,23510,USMS IGA,,0,2021-01-07
